clip_name,frame_number,gt_label,pred_label,correct,confidence,nan_fraction,latency_ms
Backward_fall,31,Standing,Unknown,False,0.418,0.0,335.1745
Backward_fall,32,Standing,Unknown,False,0.412,0.0,87.7262
Backward_fall,33,Standing,Unknown,False,0.405,0.0,102.0687
Backward_fall,34,Standing,Unknown,False,0.4,0.0,97.973
Backward_fall,35,Standing,Unknown,False,0.394,0.0,139.0198
Backward_fall,36,,Unknown,,0.39,0.0,95.956
Backward_fall,37,,Unknown,,0.388,0.0,76.8301
Backward_fall,38,,Unknown,,0.387,0.0,72.038
Backward_fall,39,,Unknown,,0.388,0.0,69.759
Backward_fall,40,,Unknown,,0.389,0.0,67.0776
Backward_fall,41,,Unknown,,0.39,0.0,63.9217
Backward_fall,42,,Unknown,,0.392,0.0,62.3619
Backward_fall,43,,Unknown,,0.393,0.0,61.6586
Backward_fall,44,,Unknown,,0.394,0.0,69.4134
Backward_fall,45,,Unknown,,0.395,0.0,59.9622
Backward_fall,46,,Unknown,,0.397,0.0,60.5906
Backward_fall,47,,Unknown,,0.397,0.0,65.8004
Backward_fall,48,,Unknown,,0.397,0.0,62.1088
Backward_fall,49,,Unknown,,0.399,0.0,63.9294
Backward_fall,50,,Unknown,,0.401,0.0,60.324
Backward_fall,51,,Unknown,,0.403,0.0,64.4436
Backward_fall,52,,Unknown,,0.405,0.0,62.3057
Backward_fall,53,,Unknown,,0.408,0.0,57.5123
Backward_fall,54,,Unknown,,0.412,0.0,58.708
Backward_fall,55,,Unknown,,0.418,0.0,56.9051
Backward_fall,56,,Unknown,,0.423,0.0,58.311
Backward_fall,57,,Unknown,,0.428,0.0,58.3869
Backward_fall,58,,Unknown,,0.432,0.0,57.2225
Backward_fall,59,,Unknown,,0.433,0.0,56.8256
Backward_fall,60,,Unknown,,0.432,0.0,57.8583
Backward_fall,61,,Unknown,,0.431,0.0,59.6114
Backward_fall,62,,Unknown,,0.43,0.0,57.6892
Backward_fall,63,,Unknown,,0.43,0.0,61.3836
Backward_fall,64,,Unknown,,0.429,0.0,64.7887
Backward_fall,65,,Unknown,,0.428,0.0,65.2736
Backward_fall,66,,Unknown,,0.426,0.0,69.6229
Backward_fall,67,,Unknown,,0.422,0.0,86.5877
Backward_fall,68,,Unknown,,0.413,0.0,68.1528
Backward_fall,69,Lying,Unknown,False,0.411,0.0,63.3076
Backward_fall,70,Lying,Unknown,False,0.406,0.0,61.741
